"id_promocion","descripcion","descuento"
"12594","Descuento en productos de hogar","17.95"
"12595","Descuento por compra mayor a S/100","36.67"
"12596","Cashback en compras con tarjeta de crédito","20.66"
"12597","Descuento en productos de hogar","27.74"
"12598","Rebaja en productos de limpieza","20.65"
"12599","Promoción de verano","6.73"
"12600","Promoción de verano","20.47"
"12601","Descuento por primera compra","21.63"
"12602","Descuento en alimentos congelados","36.74"
"12603","Descuento por compra mayor a S/100","30.52"
"12604","Promoción de regreso a clases","23.76"
"12605","Oferta especial en tecnología","48.71"
"12606","Promoción de regreso a clases","36.16"
"12607","Promoción de regreso a clases","11.61"
"12608","Descuento en productos de belleza y cuidado personal","7.00"
"12609","2x1 en productos seleccionados","44.44"
"12610","Descuento en productos de belleza y cuidado personal","38.45"
"12611","Descuento en electrodomésticos","40.63"
"12612","Descuento en productos de belleza y cuidado personal","18.00"
"12613","Descuento en productos de hogar","30.62"
"12614","Promoción de verano","33.00"
"12615","Promoción exclusiva para tarjetas OH","39.11"
"12616","2x1 en productos seleccionados","36.81"
"12617","Cashback en compras con tarjeta de crédito","36.41"
"12618","2x1 en productos seleccionados","42.84"
"12619","Descuento en productos de belleza y cuidado personal","39.70"
"12620","Promoción de regreso a clases","46.05"
"12621","Promoción exclusiva para tarjetas OH","11.75"
"12622","2x1 en productos seleccionados","8.34"
"12623","Descuento en alimentos congelados","45.74"
"12624","Descuento exclusivo para clientes premium","40.14"
"12625","Cashback en compras con tarjeta de crédito","46.87"
"12626","Descuento por primera compra","25.33"
"12627","Descuento en productos de hogar","8.00"
"12628","Descuento exclusivo para clientes premium","27.05"
"12629","Promoción de regreso a clases","28.22"
"12630","2x1 en productos seleccionados","29.40"
"12631","Promoción de regreso a clases","45.38"
"12632","Descuento por compra mayor a S/100","33.13"
"12633","Promoción exclusiva para tarjetas OH","15.28"
"12634","Descuento en alimentos congelados","6.14"
"12635","Rebaja en productos de limpieza","40.86"
"12636","Descuento por compra mayor a S/100","16.94"
"12637","Promoción de regreso a clases","48.19"
"12638","Promoción exclusiva para tarjetas OH","10.10"
"12639","Descuento por compra mayor a S/100","14.58"
"12640","Promoción exclusiva para tarjetas OH","16.23"
"12641","Rebaja en productos de limpieza","38.62"
"12642","Oferta relámpago en bebidas y licores","7.61"
"12643","Descuento en electrodomésticos","19.06"
"12644","Promoción de verano","28.81"
"12645","2x1 en productos seleccionados","34.03"
"12646","Cashback en compras con tarjeta de crédito","44.86"
"12647","2x1 en productos seleccionados","36.80"
"12648","Rebaja en productos de limpieza","15.61"
"12649","Promoción de regreso a clases","6.26"
"12650","Descuento en alimentos congelados","35.68"
"12651","Descuento por primera compra","42.94"
"12652","Rebaja en productos de limpieza","41.82"
"12653","Descuento por primera compra","27.27"
"12654","Descuento en alimentos congelados","21.23"
"12655","Descuento exclusivo para clientes premium","46.63"
"12656","Rebaja en productos de limpieza","6.77"
"12657","Descuento por primera compra","24.50"
"12658","Promoción exclusiva para tarjetas OH","7.99"
"12659","Oferta relámpago en bebidas y licores","44.72"
"12660","Promoción de regreso a clases","28.06"
"12661","Promoción de regreso a clases","36.08"
"12662","Oferta relámpago en bebidas y licores","32.15"
"12663","Cashback en compras con tarjeta de crédito","32.54"
"12664","Promoción de verano","34.66"
"12665","Promoción exclusiva para tarjetas OH","11.25"
"12666","Descuento por compra mayor a S/100","28.20"
"12667","Promoción de verano","35.71"
"12668","Descuento por primera compra","6.57"
"12669","Descuento en productos de belleza y cuidado personal","30.29"
"12670","Descuento en productos de hogar","10.38"
"12671","Descuento en productos de belleza y cuidado personal","17.69"
"12672","Descuento en electrodomésticos","33.79"
"12673","Descuento exclusivo para clientes premium","26.86"
"12674","Descuento por compra mayor a S/100","47.59"
"12675","Descuento en electrodomésticos","49.66"
"12676","Promoción exclusiva para tarjetas OH","6.43"
"12677","Descuento por primera compra","35.65"
"12678","Descuento en electrodomésticos","12.58"
"12679","Oferta relámpago en bebidas y licores","27.47"
"12680","Descuento en productos de hogar","32.30"
"12681","Descuento por compra mayor a S/100","36.85"
"12682","Descuento en productos de belleza y cuidado personal","15.10"
"12683","Descuento por compra mayor a S/100","45.67"
"12684","Promoción de verano","36.73"
"12685","Cashback en compras con tarjeta de crédito","49.70"
"12686","Descuento exclusivo para clientes premium","7.72"
"12687","Descuento en productos de hogar","27.46"
"12688","Descuento exclusivo para clientes premium","9.41"
"12689","Descuento en alimentos congelados","24.00"
"12690","Cashback en compras con tarjeta de crédito","25.31"
"12691","Cashback en compras con tarjeta de crédito","42.98"
"12692","Cashback en compras con tarjeta de crédito","19.05"
"12693","Descuento por compra mayor a S/100","34.06"
"12694","Descuento en electrodomésticos","31.85"
"12695","Descuento en productos de belleza y cuidado personal","5.85"
"12696","Promoción exclusiva para tarjetas OH","11.05"
"12697","Promoción exclusiva para tarjetas OH","31.29"
"12698","Promoción de verano","14.09"
"12699","Rebaja en productos de limpieza","33.16"
"12700","Descuento en alimentos congelados","25.90"
"12701","Descuento en alimentos congelados","48.62"
"12702","Rebaja en productos de limpieza","32.35"
"12703","Descuento en electrodomésticos","22.53"
"12704","Descuento en alimentos congelados","21.55"
"12705","Oferta relámpago en bebidas y licores","28.72"
"12706","Descuento exclusivo para clientes premium","18.33"
"12707","Cashback en compras con tarjeta de crédito","6.31"
"12708","Promoción de regreso a clases","5.80"
"12709","Cashback en compras con tarjeta de crédito","35.54"
"12710","Descuento en productos de hogar","12.82"
"12711","Oferta relámpago en bebidas y licores","19.99"
"12712","Descuento por compra mayor a S/100","11.48"
"12713","Descuento por primera compra","37.35"
"12714","Promoción de regreso a clases","45.81"
"12715","2x1 en productos seleccionados","18.76"
"12716","Descuento en productos de hogar","27.89"
"12717","Promoción de regreso a clases","26.88"
"12718","Descuento por compra mayor a S/100","16.30"
"12719","Descuento por compra mayor a S/100","47.42"
"12720","Descuento en productos de hogar","23.75"
"12721","Descuento exclusivo para clientes premium","41.87"
"12722","Promoción de regreso a clases","19.09"
"12723","Promoción de verano","22.76"
"12724","Descuento en electrodomésticos","35.25"
"12725","Descuento en productos de belleza y cuidado personal","35.97"
"12726","Descuento en productos de belleza y cuidado personal","39.71"
"12727","Descuento en productos de hogar","28.04"
"12728","Promoción de regreso a clases","5.26"
"12729","Promoción exclusiva para tarjetas OH","49.81"
"12730","Descuento exclusivo para clientes premium","37.02"
"12731","Oferta relámpago en bebidas y licores","23.69"
"12732","Cashback en compras con tarjeta de crédito","36.01"
"12733","Descuento por compra mayor a S/100","6.14"
"12734","Descuento por compra mayor a S/100","34.69"
"12735","Descuento en alimentos congelados","45.87"
"12736","Oferta relámpago en bebidas y licores","40.61"
"12737","Descuento por primera compra","21.64"
"12738","Oferta relámpago en bebidas y licores","23.06"
"12739","Oferta especial en tecnología","26.03"
"12740","Oferta especial en tecnología","5.24"
"12741","Promoción exclusiva para tarjetas OH","35.71"
"12742","Oferta relámpago en bebidas y licores","37.02"
"12743","Descuento exclusivo para clientes premium","17.59"
"12744","Descuento en electrodomésticos","32.86"
"12745","Rebaja en productos de limpieza","13.94"
"12746","Descuento por primera compra","33.26"
"12747","Oferta relámpago en bebidas y licores","19.67"
"12748","Promoción de regreso a clases","8.88"
"12749","Cashback en compras con tarjeta de crédito","20.64"
"12750","Rebaja en productos de limpieza","23.82"
"12751","Promoción exclusiva para tarjetas OH","46.30"
"12752","Descuento exclusivo para clientes premium","17.55"
"12753","Descuento en productos de belleza y cuidado personal","18.78"
"12754","Rebaja en productos de limpieza","32.00"
"12755","Cashback en compras con tarjeta de crédito","8.97"
"12756","Descuento en electrodomésticos","45.47"
"12757","Descuento en productos de belleza y cuidado personal","32.57"
"12758","Descuento en productos de belleza y cuidado personal","45.87"
"12759","2x1 en productos seleccionados","23.85"
"12760","Descuento en electrodomésticos","30.12"
"12761","Promoción de regreso a clases","36.26"
"12762","Promoción exclusiva para tarjetas OH","36.44"
"12763","Oferta relámpago en bebidas y licores","32.87"
"12764","Descuento en productos de hogar","48.94"
"12765","Rebaja en productos de limpieza","46.34"
"12766","Oferta especial en tecnología","33.29"
"12767","Descuento por primera compra","29.48"
"12768","2x1 en productos seleccionados","26.45"
"12769","Descuento por primera compra","11.06"
"12770","Promoción exclusiva para tarjetas OH","37.83"
"12771","Promoción de regreso a clases","12.38"
"12772","Rebaja en productos de limpieza","26.26"
"12773","Descuento exclusivo para clientes premium","10.75"
"12774","Descuento en electrodomésticos","25.17"
"12775","Descuento exclusivo para clientes premium","48.26"
"12776","Rebaja en productos de limpieza","32.40"
"12777","Descuento en productos de hogar","27.04"
"12778","Descuento en productos de hogar","6.95"
"12779","Promoción de regreso a clases","44.20"
"12780","Descuento en productos de hogar","35.78"
"12781","Descuento en productos de hogar","32.15"
"12782","Descuento en electrodomésticos","34.47"
"12783","Descuento por primera compra","32.52"
"12784","Descuento por primera compra","37.59"
"12785","Descuento en electrodomésticos","47.29"
"12786","Rebaja en productos de limpieza","47.19"
"12787","Cashback en compras con tarjeta de crédito","41.15"
"12788","Descuento en alimentos congelados","45.02"
"12789","Promoción exclusiva para tarjetas OH","26.29"
"12790","Oferta especial en tecnología","38.44"
"12791","Descuento por compra mayor a S/100","15.17"
"12792","Descuento por primera compra","37.04"
"12793","Descuento en productos de belleza y cuidado personal","36.98"
"12794","Promoción exclusiva para tarjetas OH","6.82"
"12795","Promoción exclusiva para tarjetas OH","38.25"
"12796","Oferta relámpago en bebidas y licores","7.39"
"12797","Descuento en productos de belleza y cuidado personal","13.19"
"12798","Descuento en productos de hogar","46.86"
"12799","Oferta relámpago en bebidas y licores","31.28"
"12800","Descuento en productos de belleza y cuidado personal","19.93"
"12801","Rebaja en productos de limpieza","41.17"
"12802","Descuento exclusivo para clientes premium","15.44"
"12803","Descuento exclusivo para clientes premium","29.60"
"12804","Descuento por primera compra","11.62"
"12805","2x1 en productos seleccionados","49.78"
"12806","Descuento exclusivo para clientes premium","43.87"
"12807","Descuento en productos de hogar","16.28"
"12808","Descuento en productos de belleza y cuidado personal","41.96"
"12809","Descuento por compra mayor a S/100","36.39"
"12810","Descuento en productos de belleza y cuidado personal","42.13"
"12811","Promoción exclusiva para tarjetas OH","36.67"
"12812","Oferta especial en tecnología","41.84"
"12813","Descuento en alimentos congelados","22.20"
"12814","Cashback en compras con tarjeta de crédito","33.42"
"12815","Oferta relámpago en bebidas y licores","48.64"
"12816","Descuento por compra mayor a S/100","24.25"
"12817","Oferta relámpago en bebidas y licores","40.54"
"12818","Descuento exclusivo para clientes premium","31.56"
"12819","Promoción de verano","6.72"
"12820","Cashback en compras con tarjeta de crédito","23.53"
"12821","Rebaja en productos de limpieza","43.62"
"12822","2x1 en productos seleccionados","17.42"
"12823","2x1 en productos seleccionados","20.61"
"12824","Descuento por primera compra","20.54"
"12825","2x1 en productos seleccionados","34.64"
"12826","Cashback en compras con tarjeta de crédito","38.69"
"12827","Oferta especial en tecnología","5.65"
"12828","Oferta relámpago en bebidas y licores","31.93"
"12829","Promoción exclusiva para tarjetas OH","10.09"
"12830","2x1 en productos seleccionados","11.66"
"12831","Promoción de verano","42.32"
"12832","Oferta relámpago en bebidas y licores","35.82"
"12833","Cashback en compras con tarjeta de crédito","24.90"
"12834","Rebaja en productos de limpieza","48.16"
"12835","Descuento exclusivo para clientes premium","10.07"
"12836","Descuento en productos de hogar","15.05"
"12837","Oferta relámpago en bebidas y licores","20.19"
"12838","2x1 en productos seleccionados","38.80"
"12839","Descuento exclusivo para clientes premium","24.95"
"12840","Oferta relámpago en bebidas y licores","40.52"
"12841","Promoción exclusiva para tarjetas OH","26.11"
"12842","Rebaja en productos de limpieza","9.77"
"12843","Cashback en compras con tarjeta de crédito","37.80"
"12844","Descuento en electrodomésticos","27.41"
"12845","Descuento por compra mayor a S/100","36.05"
"12846","Descuento en productos de hogar","15.93"
"12847","Descuento en electrodomésticos","31.30"
"12848","Promoción de regreso a clases","43.92"
"12849","Descuento en alimentos congelados","35.14"
"12850","Rebaja en productos de limpieza","38.45"
"12851","2x1 en productos seleccionados","34.55"
"12852","Descuento por compra mayor a S/100","36.83"
"12853","Descuento exclusivo para clientes premium","11.59"
"12854","Descuento en productos de belleza y cuidado personal","35.19"
"12855","Oferta especial en tecnología","10.99"
"12856","Descuento en alimentos congelados","11.17"
"12857","2x1 en productos seleccionados","40.82"
"12858","Descuento en productos de hogar","8.03"
"12859","Oferta relámpago en bebidas y licores","33.37"
"12860","Descuento en electrodomésticos","19.39"
"12861","Promoción de verano","23.41"
"12862","Descuento por primera compra","36.41"
"12863","Descuento exclusivo para clientes premium","47.50"
"12864","Promoción de verano","14.59"
"12865","Promoción de verano","30.30"
"12866","Descuento exclusivo para clientes premium","21.03"
"12867","Oferta relámpago en bebidas y licores","17.64"
"12868","Descuento en electrodomésticos","34.63"
"12869","Descuento exclusivo para clientes premium","28.12"
"12870","Promoción de verano","47.57"
"12871","Promoción exclusiva para tarjetas OH","43.11"
"12872","Descuento en electrodomésticos","30.32"
"12873","Descuento en electrodomésticos","18.14"
"12874","Oferta relámpago en bebidas y licores","14.89"
"12875","Descuento en productos de belleza y cuidado personal","16.97"
"12876","Descuento en productos de hogar","48.06"
"12877","Descuento exclusivo para clientes premium","25.58"
"12878","Promoción de regreso a clases","33.80"
"12879","Descuento en electrodomésticos","40.89"
"12880","Rebaja en productos de limpieza","20.57"
"12881","2x1 en productos seleccionados","14.08"
"12882","Descuento en productos de belleza y cuidado personal","37.66"
"12883","Descuento por primera compra","35.66"
"12884","Descuento en alimentos congelados","5.95"
"12885","Cashback en compras con tarjeta de crédito","44.73"
"12886","Descuento en productos de belleza y cuidado personal","46.02"
"12887","Descuento exclusivo para clientes premium","7.21"
"12888","Descuento en alimentos congelados","11.11"
"12889","Promoción de regreso a clases","46.37"
"12890","Descuento en productos de hogar","24.79"
"12891","Descuento por compra mayor a S/100","25.80"
"12892","Descuento por compra mayor a S/100","32.71"
"12893","Oferta relámpago en bebidas y licores","36.08"
"12894","Oferta relámpago en bebidas y licores","11.12"
"12895","Promoción de verano","21.65"
"12896","Cashback en compras con tarjeta de crédito","13.21"
"12897","Descuento por primera compra","18.20"
"12898","2x1 en productos seleccionados","5.33"
"12899","Cashback en compras con tarjeta de crédito","30.85"
"12900","Descuento exclusivo para clientes premium","10.46"
"12901","Oferta relámpago en bebidas y licores","15.94"
"12902","Promoción exclusiva para tarjetas OH","21.72"
"12903","Oferta especial en tecnología","11.29"
"12904","Descuento en electrodomésticos","47.36"
"12905","Descuento en alimentos congelados","45.22"
"12906","Promoción exclusiva para tarjetas OH","26.58"
"12907","Descuento por primera compra","6.63"
"12908","Descuento por primera compra","39.05"
"12909","Descuento en alimentos congelados","7.04"
"12910","Descuento en alimentos congelados","37.41"
"12911","Promoción de regreso a clases","36.96"
"12912","Oferta relámpago en bebidas y licores","22.53"
"12913","2x1 en productos seleccionados","24.31"
"12914","Descuento en productos de belleza y cuidado personal","34.93"
"12915","Promoción exclusiva para tarjetas OH","31.12"
"12916","Cashback en compras con tarjeta de crédito","12.81"
"12917","Descuento en productos de hogar","47.70"
"12918","Promoción de verano","26.25"
"12919","2x1 en productos seleccionados","42.80"
"12920","Cashback en compras con tarjeta de crédito","25.23"
"12921","2x1 en productos seleccionados","15.54"
"12922","Descuento por compra mayor a S/100","17.39"
"12923","Descuento por compra mayor a S/100","24.43"
"12924","Cashback en compras con tarjeta de crédito","22.07"
"12925","Descuento en electrodomésticos","41.27"
"12926","Promoción de verano","9.51"
"12927","Descuento por compra mayor a S/100","24.14"
"12928","Promoción de regreso a clases","48.53"
"12929","Descuento en alimentos congelados","36.95"
"12930","Descuento en productos de belleza y cuidado personal","14.95"
"12931","Descuento en productos de belleza y cuidado personal","49.75"
"12932","Descuento en productos de hogar","21.05"
"12933","Promoción exclusiva para tarjetas OH","21.38"
"12934","Descuento en electrodomésticos","29.20"
"12935","Oferta relámpago en bebidas y licores","32.49"
"12936","Promoción de regreso a clases","32.99"
"12937","Promoción exclusiva para tarjetas OH","33.02"
"12938","2x1 en productos seleccionados","14.54"
"12939","Promoción exclusiva para tarjetas OH","33.65"
"12940","Descuento en alimentos congelados","45.51"
"12941","Descuento exclusivo para clientes premium","35.50"
"12942","Promoción de verano","35.40"
"12943","Descuento en alimentos congelados","8.84"
"12944","Oferta relámpago en bebidas y licores","10.75"
"12945","Promoción exclusiva para tarjetas OH","9.47"
"12946","Promoción de verano","27.49"
"12947","Promoción exclusiva para tarjetas OH","38.43"
"12948","Rebaja en productos de limpieza","33.08"
"12949","Descuento en productos de hogar","42.20"
"12950","Promoción de regreso a clases","28.51"
"12951","Descuento por primera compra","46.99"
"12952","Descuento en alimentos congelados","48.56"
"12953","Descuento en electrodomésticos","17.22"
"12954","Descuento por primera compra","25.54"
"12955","Promoción exclusiva para tarjetas OH","8.74"
"12956","Descuento exclusivo para clientes premium","49.35"
"12957","Promoción de regreso a clases","10.53"
"12958","Descuento en alimentos congelados","24.99"
"12959","Descuento en alimentos congelados","24.29"
"12960","Oferta relámpago en bebidas y licores","46.42"
"12961","Oferta especial en tecnología","24.13"
"12962","Promoción exclusiva para tarjetas OH","22.15"
"12963","Oferta relámpago en bebidas y licores","34.47"
"12964","Descuento exclusivo para clientes premium","48.61"
"12965","Promoción de verano","13.14"
"12966","2x1 en productos seleccionados","42.31"
"12967","Descuento en productos de hogar","10.26"
"12968","Promoción de verano","27.19"
"12969","Oferta relámpago en bebidas y licores","17.54"
"12970","Oferta relámpago en bebidas y licores","45.12"
"12971","Descuento en electrodomésticos","19.03"
"12972","Descuento en alimentos congelados","38.76"
"12973","Descuento en alimentos congelados","15.87"
"12974","Descuento exclusivo para clientes premium","42.12"
"12975","Descuento en electrodomésticos","20.68"
"12976","Promoción exclusiva para tarjetas OH","36.31"
"12977","Cashback en compras con tarjeta de crédito","48.63"
"12978","Descuento exclusivo para clientes premium","30.46"
"12979","Descuento por compra mayor a S/100","13.87"
"12980","Descuento exclusivo para clientes premium","25.48"
"12981","Descuento por primera compra","5.16"
"12982","Descuento en alimentos congelados","40.98"
"12983","Descuento en productos de belleza y cuidado personal","9.91"
"12984","Descuento en electrodomésticos","9.70"
"12985","Descuento en electrodomésticos","24.45"
"12986","Descuento por compra mayor a S/100","39.43"
"12987","Oferta especial en tecnología","19.92"
"12988","2x1 en productos seleccionados","28.98"
"12989","Descuento en electrodomésticos","27.73"
"12990","Promoción exclusiva para tarjetas OH","21.05"
"12991","Promoción exclusiva para tarjetas OH","42.10"
"12992","2x1 en productos seleccionados","21.51"
"12993","Descuento en productos de hogar","14.20"
"12994","2x1 en productos seleccionados","25.56"
"12995","Oferta relámpago en bebidas y licores","10.01"
"12996","Descuento en productos de hogar","44.72"
"12997","Oferta especial en tecnología","18.41"
"12998","Descuento en alimentos congelados","36.27"
"12999","Descuento en productos de belleza y cuidado personal","49.87"
"13000","Oferta relámpago en bebidas y licores","16.39"
"13001","Descuento en productos de hogar","26.35"
"13002","Descuento en electrodomésticos","29.90"
"13003","Descuento en productos de belleza y cuidado personal","46.71"
"13004","Promoción de regreso a clases","20.37"
"13005","Descuento exclusivo para clientes premium","25.12"
"13006","Oferta relámpago en bebidas y licores","14.05"
"13007","Descuento por primera compra","33.80"
"13008","Promoción de verano","47.04"
"13009","2x1 en productos seleccionados","7.37"
"13010","Promoción de regreso a clases","12.94"
"13011","Descuento por primera compra","36.79"
"13012","Promoción exclusiva para tarjetas OH","38.04"
"13013","Promoción de regreso a clases","22.52"
"13014","Descuento exclusivo para clientes premium","32.13"
"13015","Descuento por primera compra","31.29"
"13016","Descuento en productos de hogar","7.64"
"13017","Cashback en compras con tarjeta de crédito","23.71"
"13018","Promoción de verano","10.39"
"13019","Descuento por compra mayor a S/100","13.23"
"13020","Oferta relámpago en bebidas y licores","12.08"
"13021","Promoción de verano","24.91"
"13022","Descuento por compra mayor a S/100","37.86"
"13023","Descuento exclusivo para clientes premium","41.10"
"13024","Descuento por compra mayor a S/100","12.35"
"13025","Promoción de verano","22.41"
"13026","Oferta relámpago en bebidas y licores","9.63"
"13027","Descuento en electrodomésticos","12.18"
"13028","Descuento en electrodomésticos","19.12"
"13029","Promoción de regreso a clases","6.16"
"13030","Descuento por compra mayor a S/100","46.86"
"13031","Descuento en productos de hogar","48.44"
"13032","Descuento por compra mayor a S/100","26.10"
"13033","Oferta relámpago en bebidas y licores","18.09"
"13034","Descuento en productos de belleza y cuidado personal","21.82"
"13035","Descuento por compra mayor a S/100","38.04"
"13036","Promoción de verano","38.44"
"13037","Descuento por compra mayor a S/100","26.43"
"13038","Oferta relámpago en bebidas y licores","26.07"
"13039","Descuento exclusivo para clientes premium","20.17"
"13040","Descuento por primera compra","49.44"
"13041","Descuento por primera compra","24.92"
"13042","Descuento en productos de belleza y cuidado personal","16.97"
"13043","Promoción de verano","34.30"
"13044","Descuento en alimentos congelados","41.12"
"13045","Cashback en compras con tarjeta de crédito","31.70"
"13046","Descuento en electrodomésticos","30.05"
"13047","Cashback en compras con tarjeta de crédito","19.84"
"13048","Descuento en productos de belleza y cuidado personal","19.36"
"13049","Promoción de regreso a clases","32.39"
"13050","Promoción exclusiva para tarjetas OH","5.90"
"13051","Promoción de verano","9.97"
"13052","Cashback en compras con tarjeta de crédito","44.06"
"13053","Promoción de regreso a clases","18.04"
"13054","Descuento exclusivo para clientes premium","44.61"
"13055","Rebaja en productos de limpieza","44.22"
"13056","Descuento por primera compra","13.29"
"13057","Promoción de regreso a clases","49.13"
"13058","Descuento por compra mayor a S/100","32.44"
"13059","Descuento por compra mayor a S/100","26.84"
"13060","Promoción de regreso a clases","37.84"
"13061","Descuento exclusivo para clientes premium","11.12"
"13062","Promoción de verano","28.51"
"13063","Oferta especial en tecnología","46.90"
"13064","Rebaja en productos de limpieza","35.03"
"13065","2x1 en productos seleccionados","43.19"
"13066","Rebaja en productos de limpieza","26.63"
"13067","Descuento en productos de hogar","8.65"
"13068","Descuento en electrodomésticos","17.41"
"13069","Promoción de regreso a clases","37.76"
"13070","Oferta especial en tecnología","6.47"
"13071","Descuento en electrodomésticos","5.70"
"13072","2x1 en productos seleccionados","36.24"
"13073","Descuento por compra mayor a S/100","47.91"
"13074","Promoción exclusiva para tarjetas OH","41.77"
"13075","Oferta relámpago en bebidas y licores","30.73"
"13076","Descuento en alimentos congelados","15.32"
"13077","Descuento por primera compra","7.06"
"13078","Oferta especial en tecnología","49.02"
"13079","Promoción de verano","12.28"
"13080","Oferta relámpago en bebidas y licores","13.00"
"13081","Promoción de regreso a clases","12.73"
"13082","Promoción de verano","20.97"
"13083","2x1 en productos seleccionados","23.84"
"13084","Descuento por primera compra","36.67"
"13085","Descuento en electrodomésticos","32.40"
"13086","Oferta especial en tecnología","14.65"
"13087","Descuento en productos de belleza y cuidado personal","7.17"
"13088","Rebaja en productos de limpieza","48.83"
"13089","Descuento en productos de belleza y cuidado personal","16.44"
"13090","Descuento en alimentos congelados","31.52"
"13091","Descuento en productos de belleza y cuidado personal","23.61"
"13092","Descuento por compra mayor a S/100","22.42"
"13093","Descuento exclusivo para clientes premium","47.10"
"13094","Promoción exclusiva para tarjetas OH","32.80"
"13095","Descuento en electrodomésticos","7.70"
"13096","Promoción de regreso a clases","40.77"
"13097","Rebaja en productos de limpieza","35.25"
"13098","Promoción de regreso a clases","13.99"
"13099","Descuento exclusivo para clientes premium","8.94"
"13100","Oferta relámpago en bebidas y licores","47.09"
"13101","Promoción de regreso a clases","19.16"
"13102","Oferta especial en tecnología","47.79"
"13103","Descuento en productos de belleza y cuidado personal","47.81"
"13104","Descuento en alimentos congelados","30.03"
"13105","Promoción exclusiva para tarjetas OH","36.35"
"13106","Oferta relámpago en bebidas y licores","46.15"
"13107","Rebaja en productos de limpieza","24.55"
"13108","Rebaja en productos de limpieza","14.70"
"13109","Descuento exclusivo para clientes premium","41.68"
"13110","Promoción exclusiva para tarjetas OH","22.68"
"13111","Oferta relámpago en bebidas y licores","35.98"
"13112","Cashback en compras con tarjeta de crédito","48.92"
"13113","Promoción de regreso a clases","13.70"
"13114","2x1 en productos seleccionados","28.03"
"13115","Rebaja en productos de limpieza","48.86"
"13116","Descuento en alimentos congelados","26.30"
"13117","Descuento por primera compra","49.49"
"13118","Descuento en alimentos congelados","23.78"
"13119","Descuento por compra mayor a S/100","10.40"
"13120","Descuento en productos de belleza y cuidado personal","42.57"
"13121","Descuento en alimentos congelados","15.87"
"13122","Rebaja en productos de limpieza","49.10"
"13123","Promoción exclusiva para tarjetas OH","10.32"
"13124","Descuento por compra mayor a S/100","13.68"
"13125","Promoción exclusiva para tarjetas OH","40.32"
"13126","Descuento en productos de belleza y cuidado personal","5.96"
"13127","Descuento en productos de hogar","46.50"
"13128","Promoción exclusiva para tarjetas OH","22.03"
"13129","Descuento exclusivo para clientes premium","20.13"
"13130","Oferta especial en tecnología","27.81"
"13131","Promoción de verano","5.14"
"13132","Oferta especial en tecnología","40.73"
"13133","Promoción exclusiva para tarjetas OH","14.19"
"13134","Descuento en productos de belleza y cuidado personal","28.80"
"13135","Descuento en alimentos congelados","11.48"
"13136","Promoción de verano","22.44"
"13137","2x1 en productos seleccionados","6.55"
"13138","Rebaja en productos de limpieza","46.92"
"13139","Descuento por compra mayor a S/100","17.23"
"13140","Descuento en productos de belleza y cuidado personal","33.77"
"13141","Descuento en electrodomésticos","24.96"
"13142","Descuento en productos de belleza y cuidado personal","39.78"
"13143","Descuento por primera compra","34.40"
"13144","Promoción de regreso a clases","38.27"
"13145","Descuento en electrodomésticos","23.75"
"13146","Oferta relámpago en bebidas y licores","6.18"
"13147","2x1 en productos seleccionados","13.16"
"13148","Promoción de verano","20.04"
"13149","Descuento por primera compra","33.24"
"13150","Promoción exclusiva para tarjetas OH","34.36"
"13151","Rebaja en productos de limpieza","35.93"
"13152","2x1 en productos seleccionados","31.03"
"13153","Descuento exclusivo para clientes premium","32.70"
"13154","Descuento en productos de belleza y cuidado personal","31.62"
"13155","Rebaja en productos de limpieza","31.99"
"13156","Oferta especial en tecnología","41.83"
"13157","Oferta relámpago en bebidas y licores","44.55"
"13158","Promoción de regreso a clases","25.54"
"13159","Oferta relámpago en bebidas y licores","14.60"
"13160","Descuento en alimentos congelados","13.23"
"13161","Descuento en productos de belleza y cuidado personal","37.21"
"13162","Promoción de regreso a clases","37.40"
"13163","Descuento en productos de hogar","32.68"
"13164","Promoción de regreso a clases","14.41"
"13165","Descuento por compra mayor a S/100","24.25"
"13166","Promoción de verano","17.04"
"13167","Cashback en compras con tarjeta de crédito","34.34"
"13168","Promoción de verano","20.60"
"13169","Descuento en productos de belleza y cuidado personal","24.13"
"13170","Descuento por primera compra","36.09"
"13171","Descuento por primera compra","30.08"
"13172","Descuento en alimentos congelados","45.47"
"13173","Descuento exclusivo para clientes premium","39.03"
"13174","Descuento exclusivo para clientes premium","17.78"
"13175","Descuento en alimentos congelados","44.45"
"13176","Descuento en productos de hogar","35.92"
"13177","Oferta especial en tecnología","22.01"
"13178","Cashback en compras con tarjeta de crédito","45.92"
"13179","Rebaja en productos de limpieza","27.21"
"13180","Descuento en electrodomésticos","23.90"
"13181","Descuento exclusivo para clientes premium","6.57"
"13182","Promoción de verano","23.95"
"13183","Rebaja en productos de limpieza","45.97"
"13184","Descuento en electrodomésticos","27.11"
"13185","Cashback en compras con tarjeta de crédito","48.82"
"13186","Rebaja en productos de limpieza","47.16"
"13187","Oferta relámpago en bebidas y licores","26.34"
"13188","Promoción de regreso a clases","42.09"
"13189","Rebaja en productos de limpieza","48.39"
"13190","Promoción de regreso a clases","12.00"
"13191","Descuento en alimentos congelados","45.05"
"13192","Descuento exclusivo para clientes premium","39.10"
"13193","Rebaja en productos de limpieza","18.43"
"13194","Oferta relámpago en bebidas y licores","17.39"
"13195","Descuento en productos de belleza y cuidado personal","48.49"
